,filename,label
74,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10655.JPEG,golf ball
75,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1879.JPEG,golf ball
76,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2035.JPEG,golf ball
77,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5573.JPEG,golf ball
78,/workspace/data-version-control/data/raw/train/n03445777/n03445777_755.JPEG,golf ball
79,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9696.JPEG,golf ball
80,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3275.JPEG,golf ball
81,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3673.JPEG,golf ball
82,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3865.JPEG,golf ball
83,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8985.JPEG,golf ball
84,/workspace/data-version-control/data/raw/train/n03445777/n03445777_14457.JPEG,golf ball
85,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00007755.JPEG,golf ball
86,/workspace/data-version-control/data/raw/train/n03445777/n03445777_646.JPEG,golf ball
87,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3278.JPEG,golf ball
88,/workspace/data-version-control/data/raw/train/n03445777/n03445777_19926.JPEG,golf ball
89,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7324.JPEG,golf ball
90,/workspace/data-version-control/data/raw/train/n03445777/n03445777_759.JPEG,golf ball
91,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9793.JPEG,golf ball
92,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7277.JPEG,golf ball
93,/workspace/data-version-control/data/raw/train/n03445777/n03445777_715.JPEG,golf ball
94,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6489.JPEG,golf ball
95,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8707.JPEG,golf ball
96,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8268.JPEG,golf ball
97,/workspace/data-version-control/data/raw/train/n03445777/n03445777_129.JPEG,golf ball
98,/workspace/data-version-control/data/raw/train/n03445777/n03445777_607.JPEG,golf ball
99,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8053.JPEG,golf ball
100,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3633.JPEG,golf ball
101,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5909.JPEG,golf ball
102,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5637.JPEG,golf ball
103,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5358.JPEG,golf ball
104,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4158.JPEG,golf ball
105,/workspace/data-version-control/data/raw/train/n03445777/n03445777_17703.JPEG,golf ball
106,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3849.JPEG,golf ball
107,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3254.JPEG,golf ball
108,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9675.JPEG,golf ball
109,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2059.JPEG,golf ball
110,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5266.JPEG,golf ball
111,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9245.JPEG,golf ball
112,/workspace/data-version-control/data/raw/train/n03445777/n03445777_16186.JPEG,golf ball
113,/workspace/data-version-control/data/raw/train/n03445777/n03445777_11643.JPEG,golf ball
114,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2019.JPEG,golf ball
115,/workspace/data-version-control/data/raw/train/n03445777/n03445777_18603.JPEG,golf ball
116,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5289.JPEG,golf ball
117,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10376.JPEG,golf ball
118,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10547.JPEG,golf ball
119,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3296.JPEG,golf ball
120,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10117.JPEG,golf ball
121,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8546.JPEG,golf ball
122,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8403.JPEG,golf ball
123,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6173.JPEG,golf ball
124,/workspace/data-version-control/data/raw/train/n03445777/n03445777_95.JPEG,golf ball
125,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3166.JPEG,golf ball
126,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2557.JPEG,golf ball
127,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4709.JPEG,golf ball
128,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3536.JPEG,golf ball
129,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10455.JPEG,golf ball
130,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3413.JPEG,golf ball
131,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9248.JPEG,golf ball
132,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4123.JPEG,golf ball
133,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4089.JPEG,golf ball
134,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7797.JPEG,golf ball
135,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7563.JPEG,golf ball
136,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9438.JPEG,golf ball
137,/workspace/data-version-control/data/raw/train/n03445777/n03445777_14816.JPEG,golf ball
138,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8679.JPEG,golf ball
139,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10678.JPEG,golf ball
140,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7758.JPEG,golf ball
141,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8048.JPEG,golf ball
142,/workspace/data-version-control/data/raw/train/n03445777/n03445777_16256.JPEG,golf ball
143,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9746.JPEG,golf ball
144,/workspace/data-version-control/data/raw/train/n03445777/n03445777_16294.JPEG,golf ball
145,/workspace/data-version-control/data/raw/train/n03445777/n03445777_14335.JPEG,golf ball
146,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5159.JPEG,golf ball
147,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00031954.JPEG,golf ball
148,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8209.JPEG,golf ball
149,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10033.JPEG,golf ball
150,/workspace/data-version-control/data/raw/train/n03445777/n03445777_743.JPEG,golf ball
151,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2038.JPEG,golf ball
152,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4416.JPEG,golf ball
153,/workspace/data-version-control/data/raw/train/n03445777/n03445777_606.JPEG,golf ball
154,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2468.JPEG,golf ball
155,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1993.JPEG,golf ball
156,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4883.JPEG,golf ball
157,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3023.JPEG,golf ball
158,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1697.JPEG,golf ball
159,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6606.JPEG,golf ball
160,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1086.JPEG,golf ball
161,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8474.JPEG,golf ball
162,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00030938.JPEG,golf ball
163,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9265.JPEG,golf ball
164,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5568.JPEG,golf ball
165,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00040694.JPEG,golf ball
166,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7739.JPEG,golf ball
167,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4115.JPEG,golf ball
168,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8414.JPEG,golf ball
169,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4247.JPEG,golf ball
170,/workspace/data-version-control/data/raw/train/n03445777/n03445777_16309.JPEG,golf ball
171,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6016.JPEG,golf ball
172,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2055.JPEG,golf ball
173,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5765.JPEG,golf ball
174,/workspace/data-version-control/data/raw/train/n03445777/n03445777_15568.JPEG,golf ball
175,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8663.JPEG,golf ball
176,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00019268.JPEG,golf ball
177,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6807.JPEG,golf ball
178,/workspace/data-version-control/data/raw/train/n03445777/n03445777_298.JPEG,golf ball
179,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00026194.JPEG,golf ball
180,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5026.JPEG,golf ball
181,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8225.JPEG,golf ball
182,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3039.JPEG,golf ball
183,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5694.JPEG,golf ball
184,/workspace/data-version-control/data/raw/train/n03445777/n03445777_866.JPEG,golf ball
185,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7168.JPEG,golf ball
186,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7095.JPEG,golf ball
187,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8394.JPEG,golf ball
188,/workspace/data-version-control/data/raw/train/n03445777/n03445777_16036.JPEG,golf ball
189,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5856.JPEG,golf ball
190,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1403.JPEG,golf ball
191,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9199.JPEG,golf ball
192,/workspace/data-version-control/data/raw/train/n03445777/n03445777_959.JPEG,golf ball
193,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3829.JPEG,golf ball
194,/workspace/data-version-control/data/raw/train/n03445777/n03445777_373.JPEG,golf ball
195,/workspace/data-version-control/data/raw/train/n03445777/n03445777_723.JPEG,golf ball
196,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4894.JPEG,golf ball
197,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3833.JPEG,golf ball
198,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5786.JPEG,golf ball
199,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1419.JPEG,golf ball
200,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6637.JPEG,golf ball
201,/workspace/data-version-control/data/raw/train/n03445777/n03445777_11347.JPEG,golf ball
202,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3966.JPEG,golf ball
203,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10106.JPEG,golf ball
204,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10556.JPEG,golf ball
205,/workspace/data-version-control/data/raw/train/n03445777/n03445777_17293.JPEG,golf ball
206,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4173.JPEG,golf ball
207,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5457.JPEG,golf ball
208,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00008599.JPEG,golf ball
209,/workspace/data-version-control/data/raw/train/n03445777/n03445777_15187.JPEG,golf ball
210,/workspace/data-version-control/data/raw/train/n03445777/n03445777_397.JPEG,golf ball
211,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8015.JPEG,golf ball
212,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7666.JPEG,golf ball
213,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3209.JPEG,golf ball
214,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4348.JPEG,golf ball
215,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00044936.JPEG,golf ball
216,/workspace/data-version-control/data/raw/train/n03445777/n03445777_143.JPEG,golf ball
217,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00012356.JPEG,golf ball
218,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00011983.JPEG,golf ball
219,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5114.JPEG,golf ball
220,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2635.JPEG,golf ball
221,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4098.JPEG,golf ball
222,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5143.JPEG,golf ball
223,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5723.JPEG,golf ball
224,/workspace/data-version-control/data/raw/train/n03445777/n03445777_14165.JPEG,golf ball
225,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6949.JPEG,golf ball
226,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1275.JPEG,golf ball
227,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6158.JPEG,golf ball
228,/workspace/data-version-control/data/raw/train/n03445777/n03445777_12013.JPEG,golf ball
229,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00003793.JPEG,golf ball
230,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4889.JPEG,golf ball
231,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7948.JPEG,golf ball
232,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4667.JPEG,golf ball
233,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6539.JPEG,golf ball
234,/workspace/data-version-control/data/raw/train/n03445777/n03445777_16379.JPEG,golf ball
235,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2146.JPEG,golf ball
236,/workspace/data-version-control/data/raw/train/n03445777/n03445777_15294.JPEG,golf ball
237,/workspace/data-version-control/data/raw/train/n03445777/n03445777_17246.JPEG,golf ball
238,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10583.JPEG,golf ball
239,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5534.JPEG,golf ball
240,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9844.JPEG,golf ball
241,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9517.JPEG,golf ball
242,/workspace/data-version-control/data/raw/train/n03445777/n03445777_12947.JPEG,golf ball
243,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2137.JPEG,golf ball
244,/workspace/data-version-control/data/raw/train/n03445777/n03445777_15017.JPEG,golf ball
245,/workspace/data-version-control/data/raw/train/n03445777/n03445777_12117.JPEG,golf ball
246,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5467.JPEG,golf ball
247,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5934.JPEG,golf ball
248,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4333.JPEG,golf ball
249,/workspace/data-version-control/data/raw/train/n03445777/n03445777_138.JPEG,golf ball
250,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2967.JPEG,golf ball
251,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9297.JPEG,golf ball
252,/workspace/data-version-control/data/raw/train/n03445777/n03445777_11296.JPEG,golf ball
253,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5509.JPEG,golf ball
254,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00038768.JPEG,golf ball
255,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5125.JPEG,golf ball
256,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7118.JPEG,golf ball
257,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2463.JPEG,golf ball
258,/workspace/data-version-control/data/raw/train/n03445777/n03445777_15113.JPEG,golf ball
259,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3788.JPEG,golf ball
260,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00017247.JPEG,golf ball
261,/workspace/data-version-control/data/raw/train/n03445777/n03445777_18234.JPEG,golf ball
262,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7827.JPEG,golf ball
263,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2526.JPEG,golf ball
264,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10254.JPEG,golf ball
265,/workspace/data-version-control/data/raw/train/n03445777/n03445777_18613.JPEG,golf ball
266,/workspace/data-version-control/data/raw/train/n03445777/n03445777_724.JPEG,golf ball
267,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1668.JPEG,golf ball
268,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4939.JPEG,golf ball
269,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9947.JPEG,golf ball
270,/workspace/data-version-control/data/raw/train/n03445777/n03445777_17564.JPEG,golf ball
271,/workspace/data-version-control/data/raw/train/n03445777/n03445777_14237.JPEG,golf ball
272,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6545.JPEG,golf ball
273,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4597.JPEG,golf ball
274,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2608.JPEG,golf ball
275,/workspace/data-version-control/data/raw/train/n03445777/n03445777_909.JPEG,golf ball
276,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6396.JPEG,golf ball
277,/workspace/data-version-control/data/raw/train/n03445777/n03445777_15963.JPEG,golf ball
278,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6416.JPEG,golf ball
279,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3614.JPEG,golf ball
280,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3497.JPEG,golf ball
281,/workspace/data-version-control/data/raw/train/n03445777/n03445777_12463.JPEG,golf ball
282,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6908.JPEG,golf ball
283,/workspace/data-version-control/data/raw/train/n03445777/n03445777_9976.JPEG,golf ball
284,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4539.JPEG,golf ball
285,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2814.JPEG,golf ball
286,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00031744.JPEG,golf ball
287,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3356.JPEG,golf ball
288,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3444.JPEG,golf ball
289,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1804.JPEG,golf ball
290,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10615.JPEG,golf ball
291,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7196.JPEG,golf ball
292,/workspace/data-version-control/data/raw/train/n03445777/n03445777_13874.JPEG,golf ball
293,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5939.JPEG,golf ball
294,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5216.JPEG,golf ball
295,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5353.JPEG,golf ball
296,/workspace/data-version-control/data/raw/train/n03445777/n03445777_12789.JPEG,golf ball
297,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5703.JPEG,golf ball
298,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5979.JPEG,golf ball
299,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6656.JPEG,golf ball
300,/workspace/data-version-control/data/raw/train/n03445777/n03445777_899.JPEG,golf ball
301,/workspace/data-version-control/data/raw/train/n03445777/n03445777_18804.JPEG,golf ball
302,/workspace/data-version-control/data/raw/train/n03445777/n03445777_6276.JPEG,golf ball
303,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10537.JPEG,golf ball
304,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5996.JPEG,golf ball
305,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4145.JPEG,golf ball
306,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1717.JPEG,golf ball
307,/workspace/data-version-control/data/raw/train/n03445777/ILSVRC2012_val_00012634.JPEG,golf ball
308,/workspace/data-version-control/data/raw/train/n03445777/n03445777_10425.JPEG,golf ball
309,/workspace/data-version-control/data/raw/train/n03445777/n03445777_5505.JPEG,golf ball
310,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3229.JPEG,golf ball
311,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3696.JPEG,golf ball
312,/workspace/data-version-control/data/raw/train/n03445777/n03445777_1107.JPEG,golf ball
313,/workspace/data-version-control/data/raw/train/n03445777/n03445777_16733.JPEG,golf ball
314,/workspace/data-version-control/data/raw/train/n03445777/n03445777_4104.JPEG,golf ball
315,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2716.JPEG,golf ball
316,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2253.JPEG,golf ball
317,/workspace/data-version-control/data/raw/train/n03445777/n03445777_3507.JPEG,golf ball
318,/workspace/data-version-control/data/raw/train/n03445777/n03445777_7616.JPEG,golf ball
319,/workspace/data-version-control/data/raw/train/n03445777/n03445777_15688.JPEG,golf ball
320,/workspace/data-version-control/data/raw/train/n03445777/n03445777_498.JPEG,golf ball
321,/workspace/data-version-control/data/raw/train/n03445777/n03445777_8599.JPEG,golf ball
322,/workspace/data-version-control/data/raw/train/n03445777/n03445777_2194.JPEG,golf ball
